epoch,angle_output_loss,angle_output_mae,dir_output_accuracy,dir_output_loss,loss,val_angle_output_loss,val_angle_output_mae,val_dir_output_accuracy,val_dir_output_loss,val_loss
4,0.07933203130960464,0.25217270851135254,0.36409395933151245,1.3323506116867065,1.412214994430542,NA,NA,NA,NA,NA
5,0.07758677005767822,0.25127682089805603,0.34899330139160156,1.336060643196106,1.4144827127456665,NA,NA,NA,NA,NA
6,0.07633820176124573,0.24875976145267487,0.3540268540382385,1.3382991552352905,1.4163637161254883,NA,NA,NA,NA,NA
7,0.07483667135238647,0.2465241253376007,0.3590604066848755,1.321994423866272,1.3974627256393433,NA,NA,NA,NA,NA
8,0.07671008259057999,0.25051912665367126,0.3439597189426422,1.3404902219772339,1.4160088300704956,NA,NA,NA,NA,NA
9,0.07419343292713165,0.24578037858009338,0.34228187799453735,1.3309521675109863,1.408646583557129,NA,NA,NA,NA,NA
10,0.07604771107435226,0.2472134232521057,0.3724832236766815,1.3339890241622925,1.4112588167190552,NA,NA,NA,NA,NA
11,0.0769161731004715,0.2507510483264923,0.33557048439979553,1.3355073928833008,1.4155100584030151,NA,NA,NA,NA,NA
12,0.074809730052948,0.24654081463813782,0.36073824763298035,1.329128623008728,1.4057644605636597,NA,NA,NA,NA,NA
13,0.07522592693567276,0.24586601555347443,0.3540268540382385,1.3272968530654907,1.4032360315322876,NA,NA,NA,NA,NA
0,0.07860488444566727,0.2514045536518097,0.32046979665756226,1.3812522888183594,1.4611726999282837,NA,NA,NA,NA,NA
1,0.08040502667427063,0.25279104709625244,0.34563758969306946,1.3617684841156006,1.4429041147232056,NA,NA,NA,NA,NA
2,0.07783190906047821,0.25039976835250854,0.3590604066848755,1.3433195352554321,1.422607660293579,NA,NA,NA,NA,NA
3,0.07850732654333115,0.25082623958587646,0.34228187799453735,1.3518024682998657,1.4317508935928345,NA,NA,NA,NA,NA
4,0.07873078435659409,0.2511836290359497,0.3557046949863434,1.3301104307174683,1.4097211360931396,NA,NA,NA,NA,NA
5,0.07761935889720917,0.25065457820892334,0.3439597189426422,1.3356618881225586,1.4138579368591309,NA,NA,NA,NA,NA
6,0.07610057294368744,0.248435378074646,0.34228187799453735,1.335449457168579,1.4132871627807617,NA,NA,NA,NA,NA
7,0.07420307397842407,0.24581506848335266,0.36073824763298035,1.3206628561019897,1.3957173824310303,NA,NA,NA,NA,NA
8,0.07690165191888809,0.25027328729629517,0.3406040370464325,1.3366992473602295,1.4134743213653564,NA,NA,NA,NA,NA
9,0.07368683069944382,0.24494649469852448,0.3439597189426422,1.326999306678772,1.4039154052734375,NA,NA,NA,NA,NA
10,0.07624325156211853,0.24686934053897858,0.34899330139160156,1.3396846055984497,1.4169692993164062,NA,NA,NA,NA,NA
11,0.07690121978521347,0.25006237626075745,0.34228187799453735,1.3361797332763672,1.4154084920883179,NA,NA,NA,NA,NA
12,0.07436930388212204,0.2452617585659027,0.3255033493041992,1.32881498336792,1.4052397012710571,NA,NA,NA,NA,NA
13,0.07466224581003189,0.2449154108762741,0.3255033493041992,1.3239279985427856,1.3993453979492188,NA,NA,NA,NA,NA
14,0.07512589544057846,0.24637426435947418,0.38255032896995544,1.3207250833511353,1.3979332447052002,NA,NA,NA,NA,NA
15,0.07553911209106445,0.24744939804077148,0.3657718002796173,1.3269383907318115,1.4039061069488525,NA,NA,NA,NA,NA
16,0.07618007808923721,0.24956704676151276,0.3741610646247864,1.3300702571868896,1.4082818031311035,NA,NA,NA,NA,NA
17,0.07601776719093323,0.24878214299678802,0.3506711423397064,1.327467441558838,1.4047318696975708,NA,NA,NA,NA,NA
18,0.0748668909072876,0.24668669700622559,0.3473154306411743,1.3276712894439697,1.4041030406951904,NA,NA,NA,NA,NA
19,0.07468348741531372,0.24625328183174133,0.3808724880218506,1.3234825134277344,1.3981645107269287,NA,NA,NA,NA,NA
20,0.07461211830377579,0.24602223932743073,0.3506711423397064,1.3297646045684814,1.4062089920043945,NA,NA,NA,NA,NA
21,0.07426188886165619,0.24681444466114044,0.35738253593444824,1.3252381086349487,1.4005070924758911,NA,NA,NA,NA,NA
22,0.07451615482568741,0.24755032360553741,0.36073824763298035,1.3266232013702393,1.4031665325164795,NA,NA,NA,NA,NA
23,0.07425815612077713,0.2464093267917633,0.37080538272857666,1.320420265197754,1.3986084461212158,NA,NA,NA,NA,NA
24,0.07505969703197479,0.24780355393886566,0.3473154306411743,1.3252911567687988,1.4022387266159058,NA,NA,NA,NA,NA
0,0.07859349995851517,0.251400351524353,0.3087248206138611,1.3828530311584473,1.4625680446624756,NA,NA,NA,NA,NA
1,0.07992853969335556,0.2527211010456085,0.34563758969306946,1.363980770111084,1.4440516233444214,NA,NA,NA,NA,NA
2,0.07807109504938126,0.25135281682014465,0.3473154306411743,1.3457015752792358,1.4252883195877075,NA,NA,NA,NA,NA
3,0.07869066298007965,0.25176629424095154,0.3221476376056671,1.3536144495010376,1.4330778121948242,NA,NA,NA,NA,NA
4,0.07928700745105743,0.2524091601371765,0.34899330139160156,1.3347059488296509,1.4140164852142334,NA,NA,NA,NA,NA
5,0.07722833007574081,0.2502700090408325,0.3473154306411743,1.3338079452514648,1.4116288423538208,NA,NA,NA,NA,NA
6,0.07617157697677612,0.24867162108421326,0.3473154306411743,1.338709831237793,1.4161449670791626,NA,NA,NA,NA,NA
7,0.07445719838142395,0.24603021144866943,0.3624161183834076,1.325263500213623,1.400138258934021,NA,NA,NA,NA,NA
8,0.07694222778081894,0.25052183866500854,0.3322147727012634,1.3388636112213135,1.4152640104293823,NA,NA,NA,NA,NA
9,0.07411473989486694,0.24570344388484955,0.35738253593444824,1.3297430276870728,1.407112717628479,NA,NA,NA,NA,NA
10,0.07625025510787964,0.2465924322605133,0.3657718002796173,1.3363009691238403,1.413528561592102,NA,NA,NA,NA,NA
11,0.07677528262138367,0.2503452003002167,0.3557046949863434,1.33367121219635,1.4133858680725098,NA,NA,NA,NA,NA
12,0.07459796965122223,0.2454768717288971,0.3523489832878113,1.330726981163025,1.4063470363616943,NA,NA,NA,NA,NA
13,0.07465504854917526,0.2449105978012085,0.3372483253479004,1.3244625329971313,1.3997488021850586,NA,NA,NA,NA,NA
14,0.07543465495109558,0.24633653461933136,0.36073824763298035,1.323127269744873,1.4007467031478882,NA,NA,NA,NA,NA
15,0.07626018673181534,0.2491840124130249,0.3338926136493683,1.328820824623108,1.406300663948059,NA,NA,NA,NA,NA
16,0.07581877708435059,0.24948319792747498,0.3540268540382385,1.3328083753585815,1.410323143005371,NA,NA,NA,NA,NA
17,0.07635381072759628,0.24925974011421204,0.3506711423397064,1.3279435634613037,1.4057575464248657,NA,NA,NA,NA,NA
18,0.07490203529596329,0.24720677733421326,0.3624161183834076,1.3309563398361206,1.4076517820358276,NA,NA,NA,NA,NA
19,0.07396361976861954,0.24550938606262207,0.36073824763298035,1.3250077962875366,1.400532841682434,NA,NA,NA,NA,NA
20,0.0745147168636322,0.2458275705575943,0.34563758969306946,1.3261653184890747,1.402894139289856,NA,NA,NA,NA,NA
21,0.07412957400083542,0.24729520082473755,0.36073824763298035,1.3261492252349854,1.4015949964523315,NA,NA,NA,NA,NA
22,0.07435952126979828,0.24719491600990295,0.36073824763298035,1.3237414360046387,1.4003199338912964,NA,NA,NA,NA,NA
23,0.07377507537603378,0.2459092140197754,0.3808724880218506,1.316728949546814,1.3941328525543213,NA,NA,NA,NA,NA
24,0.07580586522817612,0.24866721034049988,0.33892616629600525,1.3235360383987427,1.4007635116577148,NA,NA,NA,NA,NA
0,0.07619398087263107,0.24879181385040283,0.3322147727012634,1.3724714517593384,1.4509810209274292,NA,NA,NA,NA,NA
1,0.07664845138788223,0.2508237063884735,0.31711408495903015,1.3509865999221802,1.428831696510315,NA,NA,NA,NA,NA
2,0.07599391043186188,0.2485777586698532,0.3120805323123932,1.352423071861267,1.4294546842575073,NA,NA,NA,NA,NA
3,0.07554954290390015,0.24799631536006927,0.33892616629600525,1.342751145362854,1.4187034368515015,NA,NA,NA,NA,NA
4,0.07522831112146378,0.24714064598083496,0.35738253593444824,1.336998701095581,1.4134401082992554,NA,NA,NA,NA,NA
5,0.07560144364833832,0.24853026866912842,0.3255033493041992,1.3448940515518188,1.4239097833633423,NA,NA,NA,NA,NA
6,0.07583481073379517,0.2492692470550537,0.3506711423397064,1.3399155139923096,1.4172338247299194,NA,NA,NA,NA,NA
7,0.07567355781793594,0.24923324584960938,0.3624161183834076,1.3342727422714233,1.4119811058044434,NA,NA,NA,NA,NA
8,0.07473795115947723,0.2467164695262909,0.3590604066848755,1.3280723094940186,1.404477596282959,NA,NA,NA,NA,NA
9,0.07545652240514755,0.24811917543411255,0.3120805323123932,1.3400352001190186,1.418171763420105,NA,NA,NA,NA,NA
10,0.07501456886529922,0.2473652958869934,0.3540268540382385,1.3342753648757935,1.4100091457366943,NA,NA,NA,NA,NA
11,0.07448907941579819,0.24697497487068176,0.36744967103004456,1.32894766330719,1.406585454940796,NA,NA,NA,NA,NA
12,0.07446252554655075,0.24736621975898743,0.3523489832878113,1.325161099433899,1.4016717672348022,NA,NA,NA,NA,NA
13,0.07420860975980759,0.24662309885025024,0.3741610646247864,1.324707269668579,1.402039885520935,NA,NA,NA,NA,NA
14,0.07505769282579422,0.24803975224494934,0.3557046949863434,1.3331232070922852,1.409074306488037,NA,NA,NA,NA,NA
15,0.07475767284631729,0.24818958342075348,0.3624161183834076,1.3216469287872314,1.3977181911468506,NA,NA,NA,NA,NA
16,0.07381255179643631,0.24637463688850403,0.36073824763298035,1.323756217956543,1.4019274711608887,NA,NA,NA,NA,NA
17,0.07469294220209122,0.24722449481487274,0.3691275119781494,1.327659010887146,1.4025601148605347,NA,NA,NA,NA,NA
18,0.07350391149520874,0.24512071907520294,0.34563758969306946,1.3295314311981201,1.406689167022705,NA,NA,NA,NA,NA
19,0.07473208755254745,0.24709345400333405,0.3624161183834076,1.3244786262512207,1.4000821113586426,NA,NA,NA,NA,NA
20,0.0744701400399208,0.2464286983013153,0.37919461727142334,1.3233710527420044,1.3987888097763062,NA,NA,NA,NA,NA
21,0.07393718510866165,0.24447600543498993,0.3775167763233185,1.3144631385803223,1.3913317918777466,NA,NA,NA,NA,NA
22,0.07475653290748596,0.24702920019626617,0.3590604066848755,1.3251962661743164,1.4013205766677856,NA,NA,NA,NA,NA
23,0.07379070669412613,0.2454378306865692,0.3775167763233185,1.3198740482330322,1.3944278955459595,NA,NA,NA,NA,NA
24,0.07316764444112778,0.24405862390995026,0.3741610646247864,1.3189197778701782,1.3929239511489868,NA,NA,NA,NA,NA
0,0.0756482183933258,0.24795272946357727,0.32046979665756226,1.370835542678833,1.4510244131088257,NA,NA,NA,NA,NA
1,0.0749790295958519,0.2481151521205902,0.30536913871765137,1.3517284393310547,1.431090235710144,NA,NA,NA,NA,NA
2,0.07478002458810806,0.24677926301956177,0.31711408495903015,1.340215802192688,1.4179134368896484,NA,NA,NA,NA,NA
3,0.07495500892400742,0.24605681002140045,0.3557046949863434,1.342522144317627,1.4196795225143433,NA,NA,NA,NA,NA
4,0.07432869076728821,0.24459971487522125,0.3523489832878113,1.3385229110717773,1.4135032892227173,NA,NA,NA,NA,NA
5,0.07573287934064865,0.2471492886543274,0.3322147727012634,1.3401962518692017,1.4199461936950684,NA,NA,NA,NA,NA
6,0.07530970871448517,0.24674293398857117,0.3624161183834076,1.3333797454833984,1.4100914001464844,NA,NA,NA,NA,NA
7,0.07547067850828171,0.24817240238189697,0.3473154306411743,1.3266746997833252,1.407641053199768,NA,NA,NA,NA,NA
8,0.07526587694883347,0.2468056082725525,0.3338926136493683,1.3360580205917358,1.4154623746871948,NA,NA,NA,NA,NA
